user_id,start_date,end_date,plan_type
user_19087,2023-06-30,2023-07-29,basic
user_5052,2023-05-24,2023-06-22,basic
user_7641,2023-11-19,2023-12-18,basic
user_24040,2023-04-22,2023-05-21,premium
user_15409,2023-11-17,2023-12-16,pro
user_6265,2023-07-04,2023-08-02,pro
user_26207,2023-05-17,2023-06-15,pro
user_28052,2023-12-15,2024-01-13,premium
user_7555,2023-07-31,2023-08-29,pro
user_23226,2023-05-25,2023-06-23,basic
user_29378,2023-12-05,2024-01-03,premium
user_11181,2023-09-18,2023-10-17,basic
user_25964,2023-06-22,2023-07-21,basic
user_20443,2023-10-15,2023-11-13,premium
user_4426,2023-12-04,2024-01-02,pro
user_12762,2023-05-05,2023-06-03,pro
user_2945,2023-06-12,2023-07-11,basic
user_4514,2023-12-09,2024-01-07,premium
user_10159,2023-11-19,2023-12-18,pro
user_15642,2023-07-20,2023-08-18,pro
user_28988,2023-10-03,2023-11-01,pro
user_3356,2023-03-16,2023-04-14,pro
user_6665,2023-06-25,2023-07-24,premium
user_10405,2023-03-31,2023-04-29,premium
user_20379,2023-12-14,2024-01-12,basic
user_29468,2023-10-21,2023-11-19,basic
user_27635,2023-11-23,2023-12-22,basic
user_27154,2023-12-18,2024-01-16,pro
user_12519,2023-10-24,2023-11-22,basic
user_12524,2023-12-28,2024-01-26,premium
user_21982,2023-06-30,2023-07-29,basic
user_18252,2023-09-15,2023-10-14,basic
user_4907,2023-06-24,2023-07-23,premium
user_13657,2023-12-23,2024-01-21,pro
user_17632,2023-05-07,2023-06-05,pro
user_22050,2023-10-12,2023-11-10,basic
user_25727,2023-09-05,2023-10-04,basic
user_3306,2023-10-28,2023-11-26,premium
user_29939,2023-12-24,2024-01-22,premium
user_16848,2023-09-13,2023-10-12,basic
user_17419,2023-11-13,2023-12-12,premium
user_12687,2023-10-10,2023-11-08,premium
user_26514,2023-09-13,2023-10-12,pro
user_6010,2023-05-10,2023-06-08,basic
user_8857,2023-11-13,2023-12-12,basic
user_24360,2023-09-20,2023-10-19,premium
user_17405,2023-09-13,2023-10-12,premium
user_25429,2023-03-21,2023-04-19,pro
user_1801,2023-12-31,2024-01-29,basic
user_27962,2023-08-03,2023-09-01,pro
user_13443,2023-07-17,2023-08-15,pro
user_8737,2023-12-04,2024-01-02,premium
user_250,2023-03-30,2023-04-28,premium
user_23223,2023-11-08,2023-12-07,premium
user_8617,2023-11-23,2023-12-22,premium
user_24710,2023-10-14,2023-11-12,basic
user_11505,2023-04-15,2023-05-14,basic
user_16774,2023-08-18,2023-09-16,premium
user_14498,2023-07-29,2023-08-27,pro
user_25180,2023-10-28,2023-11-26,pro
user_2641,2023-07-12,2023-08-10,premium
user_29249,2023-11-13,2023-12-12,premium
user_18008,2023-07-24,2023-08-22,basic
user_20892,2023-03-03,2023-04-01,basic
user_4071,2023-07-26,2023-08-24,basic
user_4839,2023-09-02,2023-10-01,pro
user_3611,2023-07-09,2023-08-07,basic
user_12698,2023-12-04,2024-01-02,premium
user_7207,2023-10-31,2023-11-29,pro
user_13264,2023-08-26,2023-09-24,premium
user_11364,2023-06-01,2023-06-30,premium
user_16331,2023-09-02,2023-10-01,premium
user_11262,2023-06-29,2023-07-28,basic
user_22757,2023-08-06,2023-09-04,basic
user_234,2023-12-07,2024-01-05,premium
user_10993,2023-07-15,2023-08-13,basic
user_14453,2023-09-12,2023-10-11,pro
user_28682,2023-09-02,2023-10-01,pro
user_26540,2023-12-13,2024-01-11,pro
user_13301,2023-07-25,2023-08-23,pro
user_813,2023-07-14,2023-08-12,basic
user_28668,2023-09-20,2023-10-19,basic
user_13102,2023-11-10,2023-12-09,premium
user_20579,2023-10-30,2023-11-28,premium
user_17657,2023-09-18,2023-10-17,basic
user_4907,2023-09-20,2023-10-19,premium
user_9833,2023-11-26,2023-12-25,premium
user_12641,2023-11-11,2023-12-10,pro
user_12021,2023-12-15,2024-01-13,premium
user_22401,2023-02-25,2023-03-26,premium
user_27141,2023-08-10,2023-09-08,premium
user_5018,2023-08-27,2023-09-25,pro
user_16323,2023-07-01,2023-07-30,premium
user_11825,2023-07-16,2023-08-14,basic
user_23012,2023-09-20,2023-10-19,basic
user_13316,2023-08-04,2023-09-02,pro
user_12156,2023-10-20,2023-11-18,basic
user_17456,2023-03-28,2023-04-26,pro
user_21095,2023-12-14,2024-01-12,pro
user_583,2023-07-25,2023-08-23,basic
user_16710,2023-07-05,2023-08-03,premium
user_4305,2023-07-20,2023-08-18,premium
user_13748,2023-08-15,2023-09-13,pro
user_16035,2023-02-26,2023-03-27,basic
user_2910,2023-04-14,2023-05-13,premium
user_10814,2023-12-11,2024-01-09,pro
user_27640,2023-12-21,2024-01-19,pro
user_24823,2023-10-03,2023-11-01,premium
user_6024,2023-05-10,2023-06-08,basic
user_23119,2023-05-07,2023-06-05,basic
user_11711,2023-10-02,2023-10-31,basic
user_16051,2023-03-08,2023-04-06,basic
user_17529,2023-06-04,2023-07-03,premium
user_11105,2023-03-27,2023-04-25,basic
user_6517,2023-08-01,2023-08-30,premium
user_3111,2023-09-09,2023-10-08,basic
user_10359,2023-10-28,2023-11-26,basic
user_1312,2023-06-23,2023-07-22,basic
user_16065,2023-07-08,2023-08-06,premium
user_14465,2023-03-18,2023-04-16,pro
user_14721,2023-06-11,2023-07-10,basic
user_6899,2023-06-15,2023-07-14,premium
user_851,2023-05-25,2023-06-23,pro
user_2480,2023-09-17,2023-10-16,premium
user_11318,2023-08-17,2023-09-15,premium
user_22401,2023-04-21,2023-05-20,premium
user_16130,2023-06-03,2023-07-02,pro
user_1423,2023-11-13,2023-12-12,pro
user_868,2023-02-21,2023-03-22,premium
user_8340,2023-07-04,2023-08-02,pro
user_11117,2023-04-28,2023-05-27,basic
user_17152,2023-08-27,2023-09-25,pro
user_932,2023-07-29,2023-08-27,pro
user_25075,2023-10-07,2023-11-05,basic
user_6830,2023-12-13,2024-01-11,pro
user_29627,2023-05-28,2023-06-26,pro
user_2872,2023-10-05,2023-11-03,basic
user_8243,2023-08-31,2023-09-29,basic
user_298,2023-09-21,2023-10-20,premium
user_15968,2023-12-03,2024-01-01,premium
user_5003,2023-11-24,2023-12-23,basic
user_5830,2023-06-11,2023-07-10,pro
user_7643,2023-02-27,2023-03-28,premium
user_21329,2023-07-12,2023-08-10,premium
user_16354,2023-04-17,2023-05-16,basic
user_3735,2023-12-11,2024-01-09,basic
user_21339,2023-09-29,2023-10-28,pro
user_23124,2023-02-09,2023-03-10,pro
user_23299,2023-10-18,2023-11-16,basic
user_17174,2023-10-02,2023-10-31,premium
user_10372,2023-10-31,2023-11-29,premium
user_28865,2023-07-26,2023-08-24,basic
user_16424,2023-07-09,2023-08-07,basic
user_1494,2023-11-27,2023-12-26,basic
user_9051,2023-12-20,2024-01-18,premium
user_22570,2023-11-18,2023-12-17,basic
user_7759,2023-04-23,2023-05-22,pro
user_16884,2023-11-24,2023-12-23,basic
user_11233,2023-03-30,2023-04-28,basic
user_14596,2023-12-06,2024-01-04,basic
user_16586,2023-07-16,2023-08-14,pro
user_28653,2023-08-15,2023-09-13,pro
user_26892,2023-11-02,2023-12-01,pro
user_26311,2023-10-13,2023-11-11,basic
user_24508,2023-05-22,2023-06-20,pro
user_7853,2023-11-20,2023-12-19,basic
user_28263,2023-08-11,2023-09-09,basic
user_28300,2023-08-30,2023-09-28,basic
user_29328,2023-07-25,2023-08-23,pro
user_4616,2023-05-04,2023-06-02,pro
user_16832,2023-11-23,2023-12-22,pro
user_12785,2023-08-24,2023-09-22,premium
user_8938,2023-10-26,2023-11-24,premium
user_26100,2023-06-25,2023-07-24,pro
user_2767,2023-07-16,2023-08-14,pro
user_6305,2023-07-04,2023-08-02,pro
user_22187,2023-12-01,2023-12-30,pro
user_12055,2023-06-17,2023-07-16,basic
user_6052,2023-10-04,2023-11-02,pro
user_19781,2023-09-23,2023-10-22,pro
user_29312,2023-09-17,2023-10-16,premium
user_7122,2023-05-01,2023-05-30,premium
user_9568,2023-08-06,2023-09-04,premium
user_13061,2023-06-12,2023-07-11,basic
user_28063,2023-08-10,2023-09-08,basic
user_13297,2023-06-22,2023-07-21,basic
user_27043,2023-11-04,2023-12-03,pro
user_3496,2023-06-16,2023-07-15,premium
user_21446,2023-08-10,2023-09-08,basic
user_2743,2023-11-30,2023-12-29,basic
user_28047,2023-05-16,2023-06-14,pro
user_20137,2023-07-29,2023-08-27,premium
user_18360,2023-09-12,2023-10-11,basic
user_6816,2023-04-19,2023-05-18,premium
user_9783,2023-07-11,2023-08-09,pro
user_23474,2023-11-01,2023-11-30,basic
user_23852,2023-09-28,2023-10-27,basic
user_19428,2023-07-24,2023-08-22,premium
user_1260,2023-09-22,2023-10-21,premium
user_27480,2023-12-05,2024-01-03,basic
user_3726,2023-09-15,2023-10-14,pro
user_7857,2023-12-10,2024-01-08,basic
user_23127,2023-12-23,2024-01-21,pro
user_18634,2023-12-18,2024-01-16,premium
user_14344,2023-08-30,2023-09-28,basic
user_8237,2023-09-07,2023-10-06,premium
user_6387,2023-07-31,2023-08-29,pro
user_19780,2023-07-21,2023-08-19,basic
user_15111,2023-06-07,2023-07-06,premium
user_19078,2023-09-07,2023-10-06,premium
user_27602,2023-05-29,2023-06-27,premium
user_9828,2023-12-16,2024-01-14,basic
user_27302,2023-09-08,2023-10-07,pro
user_27424,2023-09-10,2023-10-09,premium
user_14706,2023-12-11,2024-01-09,basic
user_25561,2023-12-03,2024-01-01,premium
user_19445,2023-07-18,2023-08-16,basic
user_26754,2023-05-24,2023-06-22,pro
user_4389,2023-07-25,2023-08-23,basic
user_26171,2023-04-22,2023-05-21,premium
user_8122,2023-04-09,2023-05-08,pro
user_7318,2023-06-20,2023-07-19,premium
user_14296,2023-11-26,2023-12-25,premium
user_15207,2023-07-23,2023-08-21,basic
user_16438,2023-08-12,2023-09-10,basic
user_15524,2023-09-06,2023-10-05,basic
user_27748,2023-11-21,2023-12-20,basic
user_24316,2023-12-31,2024-01-29,basic
user_19280,2023-08-15,2023-09-13,basic
user_28400,2023-03-23,2023-04-21,basic
user_16740,2023-08-21,2023-09-19,pro
user_25351,2023-12-31,2024-01-29,premium
user_26481,2023-12-16,2024-01-14,premium
user_12590,2023-08-19,2023-09-17,basic
user_11334,2023-12-06,2024-01-04,pro
user_16373,2023-12-15,2024-01-13,basic
user_10664,2023-07-12,2023-08-10,premium
user_18099,2023-12-19,2024-01-17,premium
user_29498,2023-09-01,2023-09-30,basic
user_18181,2023-09-30,2023-10-29,premium
user_14533,2023-03-30,2023-04-28,pro
user_28721,2023-10-22,2023-11-20,premium
user_26123,2023-04-14,2023-05-13,premium
user_1949,2023-06-05,2023-07-04,pro
user_14840,2023-08-22,2023-09-20,pro
user_8,2023-11-09,2023-12-08,basic
user_22908,2023-11-09,2023-12-08,premium
user_16717,2023-09-11,2023-10-10,premium
user_23991,2023-11-04,2023-12-03,pro
user_6492,2023-09-02,2023-10-01,basic
user_21286,2023-09-27,2023-10-26,pro
user_13646,2023-11-14,2023-12-13,basic
user_14513,2023-04-07,2023-05-06,premium
user_28485,2023-07-27,2023-08-25,basic
user_16839,2023-10-11,2023-11-09,premium
user_20299,2023-10-02,2023-10-31,premium
user_6367,2023-10-25,2023-11-23,premium
user_4603,2023-11-14,2023-12-13,pro
user_20035,2023-07-27,2023-08-25,basic
user_3689,2023-10-17,2023-11-15,premium
user_23984,2023-10-05,2023-11-03,pro
user_13869,2023-10-07,2023-11-05,premium
user_15855,2023-09-09,2023-10-08,pro
user_16936,2023-08-24,2023-09-22,basic
user_26256,2023-11-22,2023-12-21,pro
user_11244,2023-08-15,2023-09-13,pro
user_392,2023-06-18,2023-07-17,pro
user_20394,2023-12-16,2024-01-14,pro
user_26779,2023-09-15,2023-10-14,basic
user_13341,2023-11-14,2023-12-13,basic
user_25171,2023-02-25,2023-03-26,basic
user_28001,2023-10-24,2023-11-22,basic
user_21757,2023-11-06,2023-12-05,pro
user_18350,2023-12-23,2024-01-21,pro
user_14759,2023-11-12,2023-12-11,premium
user_16328,2023-10-16,2023-11-14,pro
user_1457,2023-10-21,2023-11-19,basic
user_21537,2023-08-15,2023-09-13,pro
user_17914,2023-05-11,2023-06-09,basic
user_14832,2023-08-14,2023-09-12,premium
user_25498,2023-05-31,2023-06-29,premium
user_26181,2023-09-14,2023-10-13,basic
user_10236,2023-12-15,2024-01-13,premium
user_15895,2023-08-18,2023-09-16,premium
user_22447,2023-10-16,2023-11-14,pro
user_27075,2023-11-27,2023-12-26,basic
user_17872,2023-12-10,2024-01-08,basic
user_7436,2023-10-11,2023-11-09,pro
user_28583,2023-09-22,2023-10-21,premium
user_9842,2023-07-27,2023-08-25,premium
user_23836,2023-07-27,2023-08-25,premium
user_16663,2023-08-10,2023-09-08,premium
user_17585,2023-02-10,2023-03-11,premium
user_19797,2023-08-29,2023-09-27,basic
user_3988,2023-11-04,2023-12-03,premium
user_4882,2023-11-20,2023-12-19,basic
user_16308,2023-12-06,2024-01-04,basic
user_13283,2023-12-31,2024-01-29,pro
user_15673,2023-05-29,2023-06-27,pro
user_472,2023-06-12,2023-07-11,basic
user_16202,2023-08-31,2023-09-29,basic
user_28397,2023-12-21,2024-01-19,premium
user_27144,2023-12-28,2024-01-26,basic
user_8815,2023-12-17,2024-01-15,pro
user_766,2023-12-15,2024-01-13,basic
user_15670,2023-07-27,2023-08-25,basic
user_16562,2023-03-01,2023-03-30,premium
user_8649,2023-07-24,2023-08-22,pro
user_15012,2023-05-28,2023-06-26,premium
user_4359,2023-11-12,2023-12-11,basic
user_13560,2023-07-22,2023-08-20,basic
user_16271,2023-07-18,2023-08-16,premium
user_27635,2023-04-23,2023-05-22,pro
user_21585,2023-08-29,2023-09-27,pro
user_7721,2023-06-26,2023-07-25,pro
user_7846,2023-09-08,2023-10-07,pro
user_4908,2023-07-08,2023-08-06,pro
user_26902,2023-10-13,2023-11-11,premium
user_26654,2023-08-16,2023-09-14,basic
user_8325,2023-12-10,2024-01-08,basic
user_22529,2023-02-10,2023-03-11,pro
user_7750,2023-11-29,2023-12-28,basic
user_19344,2023-09-26,2023-10-25,pro
user_11558,2023-12-17,2024-01-15,pro
user_12109,2023-12-13,2024-01-11,basic
user_5652,2023-12-05,2024-01-03,basic
user_10480,2023-08-05,2023-09-03,pro
user_16897,2023-06-13,2023-07-12,pro
user_3765,2023-10-15,2023-11-13,premium
user_18558,2023-10-19,2023-11-17,basic
user_17770,2023-11-07,2023-12-06,basic
user_20070,2023-07-08,2023-08-06,premium
user_6665,2023-12-14,2024-01-12,pro
user_27382,2023-04-15,2023-05-14,basic
user_34,2023-10-22,2023-11-20,basic
user_4640,2023-09-24,2023-10-23,basic
user_2701,2023-11-29,2023-12-28,premium
user_28468,2023-10-02,2023-10-31,premium
user_17076,2023-07-09,2023-08-07,premium
user_22223,2023-08-06,2023-09-04,basic
user_23946,2023-12-10,2024-01-08,premium
user_1675,2023-08-08,2023-09-06,premium
user_3695,2023-10-22,2023-11-20,premium
user_20593,2023-12-06,2024-01-04,pro
user_21701,2023-04-02,2023-05-01,premium
user_7957,2023-09-17,2023-10-16,pro
user_4219,2023-07-09,2023-08-07,basic
user_19127,2023-06-10,2023-07-09,pro
user_4261,2023-08-22,2023-09-20,pro
user_21260,2023-03-22,2023-04-20,premium
user_7092,2023-04-05,2023-05-04,premium
user_11256,2023-07-25,2023-08-23,pro
user_1439,2023-11-30,2023-12-29,pro
user_5083,2023-07-04,2023-08-02,premium
user_28985,2023-09-19,2023-10-18,premium
user_29262,2023-06-21,2023-07-20,basic
user_29706,2023-07-06,2023-08-04,pro
user_11178,2023-06-17,2023-07-16,premium
user_26788,2023-07-07,2023-08-05,pro
user_20123,2023-11-22,2023-12-21,pro
user_18116,2023-12-18,2024-01-16,premium
user_23191,2023-07-22,2023-08-20,pro
user_17509,2023-12-24,2024-01-22,pro
user_12971,2023-04-02,2023-05-01,premium
user_3295,2023-09-20,2023-10-19,basic
user_17865,2023-10-12,2023-11-10,pro
user_6258,2023-07-03,2023-08-01,premium
user_15065,2023-11-03,2023-12-02,premium
user_23974,2023-09-08,2023-10-07,premium
user_607,2023-07-23,2023-08-21,pro
user_15878,2023-09-01,2023-09-30,pro
user_35,2023-07-14,2023-08-12,pro
user_26498,2023-11-16,2023-12-15,premium
user_11765,2023-06-09,2023-07-08,premium
user_15922,2023-10-27,2023-11-25,pro
user_16781,2023-10-04,2023-11-02,premium
user_28692,2023-07-15,2023-08-13,basic
user_4941,2023-07-08,2023-08-06,basic
user_27742,2023-12-22,2024-01-20,pro
user_29923,2023-10-21,2023-11-19,basic
user_21416,2023-08-19,2023-09-17,basic
user_21311,2023-12-04,2024-01-02,basic
user_14380,2023-09-26,2023-10-25,basic
user_1983,2023-06-26,2023-07-25,basic
user_8168,2023-09-15,2023-10-14,basic
user_436,2023-10-24,2023-11-22,basic
user_154,2023-07-12,2023-08-10,basic
user_14698,2023-12-18,2024-01-16,pro
user_25276,2023-08-23,2023-09-21,premium
user_26895,2023-07-09,2023-08-07,premium
user_11202,2023-05-22,2023-06-20,pro
user_20773,2023-09-20,2023-10-19,pro
user_3808,2023-09-04,2023-10-03,pro
user_5627,2023-09-27,2023-10-26,pro
user_12540,2023-09-20,2023-10-19,basic
user_7162,2023-02-21,2023-03-22,premium
user_19898,2023-11-10,2023-12-09,pro
user_15029,2023-03-31,2023-04-29,pro
user_2234,2023-10-05,2023-11-03,pro
user_19484,2023-05-08,2023-06-06,premium
user_26361,2023-07-11,2023-08-09,premium
user_20467,2023-09-05,2023-10-04,pro
user_23387,2023-05-17,2023-06-15,basic
user_10320,2023-12-17,2024-01-15,pro
user_28360,2023-12-12,2024-01-10,basic
user_1415,2023-11-23,2023-12-22,pro
user_2115,2023-12-23,2024-01-21,basic
user_11968,2023-08-12,2023-09-10,premium
user_7864,2023-07-23,2023-08-21,premium
user_3426,2023-12-07,2024-01-05,pro
user_22913,2023-09-14,2023-10-13,pro
user_785,2023-10-07,2023-11-05,pro
user_10554,2023-10-16,2023-11-14,basic
user_9699,2023-03-16,2023-04-14,premium
user_7519,2023-05-24,2023-06-22,pro
user_16625,2023-04-27,2023-05-26,pro
user_13310,2023-10-23,2023-11-21,basic
user_13193,2023-11-07,2023-12-06,basic
user_6646,2023-10-17,2023-11-15,premium
user_3421,2023-12-18,2024-01-16,pro
user_7061,2023-10-14,2023-11-12,premium
user_2229,2023-11-03,2023-12-02,pro
user_14488,2023-12-04,2024-01-02,pro
user_9325,2023-08-07,2023-09-05,premium
user_19426,2023-02-20,2023-03-21,basic
user_23966,2023-02-05,2023-03-06,pro
user_20155,2023-06-10,2023-07-09,basic
user_6330,2023-11-10,2023-12-09,basic
user_26388,2023-06-10,2023-07-09,pro
user_15110,2023-07-08,2023-08-06,basic
user_21964,2023-08-06,2023-09-04,pro
user_20389,2023-09-06,2023-10-05,pro
user_24020,2023-09-01,2023-09-30,premium
user_23553,2023-06-01,2023-06-30,pro
user_11209,2023-12-23,2024-01-21,basic
user_26358,2023-11-22,2023-12-21,basic
user_1907,2023-06-20,2023-07-19,premium
user_23407,2023-12-04,2024-01-02,basic
user_14804,2023-08-13,2023-09-11,basic
user_24869,2023-10-06,2023-11-04,basic
user_22001,2023-06-12,2023-07-11,pro
user_2434,2023-06-10,2023-07-09,basic
user_16889,2023-04-11,2023-05-10,pro
user_2671,2023-07-06,2023-08-04,pro
user_5856,2023-08-01,2023-08-30,pro
user_5188,2023-07-12,2023-08-10,pro
user_24281,2023-05-28,2023-06-26,basic
user_15808,2023-08-27,2023-09-25,premium
user_25904,2023-11-04,2023-12-03,pro
user_13849,2023-12-06,2024-01-04,pro
user_13409,2023-11-02,2023-12-01,pro
user_22812,2023-06-17,2023-07-16,basic
user_10146,2023-11-30,2023-12-29,pro
user_12795,2023-10-29,2023-11-27,basic
user_29893,2023-08-10,2023-09-08,basic
user_20648,2023-11-15,2023-12-14,pro
user_13403,2023-04-30,2023-05-29,pro
user_8237,2023-07-09,2023-08-07,basic
user_1143,2023-08-21,2023-09-19,premium
user_19851,2023-06-11,2023-07-10,basic
user_16215,2023-07-21,2023-08-19,basic
user_29834,2023-07-21,2023-08-19,basic
user_8215,2023-10-12,2023-11-10,pro
user_647,2023-05-28,2023-06-26,pro
user_5066,2023-06-20,2023-07-19,pro
user_18234,2023-03-26,2023-04-24,pro
user_12777,2023-08-27,2023-09-25,pro
user_15015,2023-11-04,2023-12-03,premium
user_127,2023-03-19,2023-04-17,basic
user_28577,2023-10-15,2023-11-13,pro
user_4234,2023-07-15,2023-08-13,pro
user_22386,2023-09-30,2023-10-29,pro
user_1236,2023-12-09,2024-01-07,basic
user_23156,2023-09-25,2023-10-24,pro
user_7482,2023-06-27,2023-07-26,basic
user_2057,2023-09-25,2023-10-24,premium
user_10333,2023-06-27,2023-07-26,basic
user_13042,2023-06-26,2023-07-25,basic
user_12842,2023-09-04,2023-10-03,pro
user_16506,2023-01-27,2023-02-25,premium
user_21763,2023-11-06,2023-12-05,basic
user_13031,2023-12-14,2024-01-12,premium
user_6073,2023-12-06,2024-01-04,pro
user_26731,2023-12-29,2024-01-27,premium
user_18650,2023-10-04,2023-11-02,pro
user_17108,2023-08-01,2023-08-30,premium
user_19150,2023-04-27,2023-05-26,basic
user_1288,2023-08-29,2023-09-27,premium
user_24152,2023-10-09,2023-11-07,pro
user_27024,2023-09-28,2023-10-27,premium
user_23038,2023-06-25,2023-07-24,basic
user_20799,2023-05-25,2023-06-23,basic
user_5914,2023-11-15,2023-12-14,premium
user_15984,2023-11-04,2023-12-03,basic
user_14442,2023-07-06,2023-08-04,pro
user_24835,2023-11-03,2023-12-02,pro
user_9229,2023-11-24,2023-12-23,pro
user_11838,2023-04-09,2023-05-08,basic
user_643,2023-06-24,2023-07-23,pro
user_18089,2023-05-08,2023-06-06,pro
user_27038,2023-08-09,2023-09-07,basic
user_2938,2023-12-16,2024-01-14,pro
user_9238,2023-08-22,2023-09-20,premium
user_4588,2023-08-31,2023-09-29,pro
user_7918,2023-09-17,2023-10-16,basic
user_4450,2023-08-10,2023-09-08,premium
user_21903,2023-07-22,2023-08-20,premium
user_6690,2023-07-07,2023-08-05,pro
user_14949,2023-08-31,2023-09-29,premium
user_3004,2023-11-26,2023-12-25,premium
user_7034,2023-07-24,2023-08-22,premium
user_370,2023-06-22,2023-07-21,pro
user_8106,2023-09-11,2023-10-10,pro
user_29143,2023-12-02,2023-12-31,basic
user_7902,2023-06-12,2023-07-11,premium
user_24060,2023-08-28,2023-09-26,basic
user_17529,2023-05-05,2023-06-03,basic
user_11719,2023-12-30,2024-01-28,pro
user_8248,2023-12-22,2024-01-20,premium
user_5725,2023-06-08,2023-07-07,basic
user_15874,2023-10-20,2023-11-18,basic
user_8090,2023-11-26,2023-12-25,premium
user_18266,2023-05-22,2023-06-20,pro
user_17066,2023-07-16,2023-08-14,basic
user_1833,2023-11-21,2023-12-20,basic
user_22762,2023-12-06,2024-01-04,basic
user_23518,2023-06-04,2023-07-03,pro
user_2351,2023-12-28,2024-01-26,basic
user_5110,2023-09-19,2023-10-18,basic
user_25264,2023-12-03,2024-01-01,pro
user_18592,2023-11-24,2023-12-23,premium
user_17194,2023-07-02,2023-07-31,premium
user_20380,2023-03-07,2023-04-05,basic
user_10221,2023-06-09,2023-07-08,premium
user_3246,2023-09-19,2023-10-18,pro
user_1830,2023-09-13,2023-10-12,premium
user_20372,2023-09-22,2023-10-21,pro
user_11412,2023-07-15,2023-08-13,basic
user_20202,2023-08-18,2023-09-16,basic
user_12621,2023-11-09,2023-12-08,pro
user_13134,2023-06-28,2023-07-27,pro
user_24150,2023-02-16,2023-03-17,basic
user_15304,2023-06-17,2023-07-16,pro
user_14250,2023-05-16,2023-06-14,pro
user_15881,2023-10-27,2023-11-25,pro
user_24050,2023-07-07,2023-08-05,premium
user_20370,2023-10-18,2023-11-16,premium
user_21180,2023-07-03,2023-08-01,pro
user_28047,2023-07-15,2023-08-13,premium
user_21888,2023-07-19,2023-08-17,premium
user_29641,2023-11-28,2023-12-27,basic
user_18687,2023-08-06,2023-09-04,premium
user_20612,2023-08-05,2023-09-03,pro
user_13291,2023-05-27,2023-06-25,premium
user_20498,2023-09-28,2023-10-27,premium
user_11732,2023-11-10,2023-12-09,basic
user_7118,2023-09-22,2023-10-21,pro
user_3139,2023-10-30,2023-11-28,basic
user_20600,2023-09-20,2023-10-19,pro
user_18509,2023-09-06,2023-10-05,pro
user_17705,2023-08-15,2023-09-13,pro
user_17398,2023-07-02,2023-07-31,pro
user_25043,2023-07-23,2023-08-21,pro
user_16537,2023-10-05,2023-11-03,pro
user_29379,2023-04-24,2023-05-23,basic
user_7728,2023-11-20,2023-12-19,pro
user_5699,2023-09-11,2023-10-10,premium
user_8943,2023-12-21,2024-01-19,premium
user_22010,2023-12-17,2024-01-15,pro
user_862,2023-04-18,2023-05-17,basic
user_9770,2023-06-10,2023-07-09,pro
user_559,2023-11-17,2023-12-16,basic
user_3677,2023-08-18,2023-09-16,pro
user_27886,2023-06-03,2023-07-02,basic
user_20352,2023-07-16,2023-08-14,basic
user_7226,2023-06-19,2023-07-18,basic
user_5642,2023-07-14,2023-08-12,premium
user_4209,2023-08-21,2023-09-19,basic
user_4161,2023-08-16,2023-09-14,premium
user_13474,2023-06-15,2023-07-14,premium
user_8980,2023-12-21,2024-01-19,pro
user_17940,2023-07-22,2023-08-20,basic
user_15697,2023-06-17,2023-07-16,pro
user_19325,2023-04-16,2023-05-15,basic
user_29707,2023-04-28,2023-05-27,basic
user_15835,2023-11-23,2023-12-22,basic
user_17680,2023-08-12,2023-09-10,premium
user_2735,2023-09-02,2023-10-01,pro
user_927,2023-07-04,2023-08-02,premium
user_8273,2023-12-14,2024-01-12,premium
user_9264,2023-09-18,2023-10-17,premium
user_1660,2023-11-29,2023-12-28,pro
user_27805,2023-11-05,2023-12-04,basic
user_1871,2023-08-17,2023-09-15,pro
user_17580,2023-12-02,2023-12-31,basic
user_7692,2023-08-03,2023-09-01,basic
user_27654,2023-10-30,2023-11-28,basic
user_12013,2023-11-11,2023-12-10,pro
user_16750,2023-07-20,2023-08-18,basic
user_29054,2023-04-14,2023-05-13,premium
user_21554,2023-11-15,2023-12-14,basic
user_5779,2023-11-22,2023-12-21,premium
user_15389,2023-12-12,2024-01-10,pro
user_546,2023-09-10,2023-10-09,premium
user_27813,2023-10-11,2023-11-09,pro
user_1664,2023-10-09,2023-11-07,basic
user_8523,2023-07-14,2023-08-12,premium
user_24290,2023-11-27,2023-12-26,basic
user_29758,2023-07-28,2023-08-26,pro
user_28126,2023-11-28,2023-12-27,basic
user_10833,2023-08-30,2023-09-28,premium
user_19958,2023-08-20,2023-09-18,premium
user_11171,2023-11-04,2023-12-03,basic
user_8175,2023-10-20,2023-11-18,basic
user_29948,2023-08-17,2023-09-15,basic
user_24221,2023-04-26,2023-05-25,pro
user_29543,2023-10-23,2023-11-21,premium
user_2037,2023-10-12,2023-11-10,basic
user_4794,2023-11-01,2023-11-30,pro
user_498,2023-09-17,2023-10-16,premium
user_747,2023-12-14,2024-01-12,pro
user_28674,2023-09-24,2023-10-23,pro
user_13518,2023-07-22,2023-08-20,basic
user_27290,2023-06-17,2023-07-16,premium
user_14159,2023-10-04,2023-11-02,premium
user_17529,2023-02-17,2023-03-18,basic
user_557,2023-10-13,2023-11-11,premium
user_14047,2023-12-30,2024-01-28,pro
user_467,2024-01-01,2024-01-30,basic
user_21676,2023-07-19,2023-08-17,basic
user_25339,2023-07-18,2023-08-16,pro
user_15852,2023-04-30,2023-05-29,premium
user_16759,2023-10-16,2023-11-14,premium
user_21385,2023-08-27,2023-09-25,pro
user_20512,2023-07-26,2023-08-24,pro
user_11101,2023-11-18,2023-12-17,pro
